doc_id	file_size
2313	48952
2314	979138
2315	62561
2316	51552
2317	67305
2318	171086
2319	41437
2320	19175
2321	67846
2322	89217
2323	96742
2324	45913
2325	72052
2326	467789
2327	1013644
2328	64946
2329	767222
2330	90341
2331	340428
2332	102642
2333	177330
2334	38847
2335	56316
2336	151193
2337	183771
2338	130913
2339	847367
2340	457631
2341	180133
2342	303257
2343	72268
2344	108700
2345	238876
2346	658446
2347	137861
2348	383315
2349	60258
2350	444193
2351	32598
2352	117158
2353	76928
2354	666791
2355	66431
2356	237856
2357	2137958
2358	116386
2359	68601
2360	358627
2361	88273
2362	179382
2363	159161
2364	21592
2365	65546
2366	60787
2367	183551
2368	159138
2369	130568
2370	107288
2371	458931
2372	29109
2373	97019
2374	32486
2375	46414
2376	188634
2377	106802
2378	124571
2379	93366
2380	126492
2381	78357
2382	58106
2383	114220
2384	1097250
2385	59229
2386	77376
2387	48037
2388	341853
2389	178459
2390	50255
2391	108368
2392	17090
2393	180037
2394	85516
2395	947087
2396	386612
2397	60598
2398	30814
2399	25196
2400	106770
2401	22029
2402	294283
2403	334611
2404	160154
2405	675787
2406	120232
2407	162242
2408	96297
2409	234985
2410	147430
2411	68408
2412	63445
2413	99021
2414	11403
2415	96582
2416	29562
2417	190689
2418	95806
2419	924047
2420	32353
2421	59874
2422	226775
2423	8988
2424	182877
2425	134741
2426	367136
2427	24603
2428	424082
2429	353840
2430	68697
2431	201032
2432	483762
2433	151715
2434	118194
2435	107509
2436	19330
2437	54710
2438	95557
2439	678106
2440	967819
2441	58695
2442	45092
2443	548409
2444	82860
2445	584997
2446	19907
2447	243928
2448	144443
2449	50120
2450	102982
2451	121263
2452	37459
2453	867481
2454	80670
2455	1440781
2456	47231
2457	92345
2458	47113
2459	154097
2460	157393
2461	79853
2462	36158
2463	83165
2464	463305
2465	101199
2466	74951
2467	51051
2468	59194
2469	227800
2470	108038
2471	23319
2472	95648
2473	717132
2474	261788
2475	45846
2476	2851156
2477	358178
2478	55087
2479	50844
2480	61069
